"id","name","address","phone","url","latitude","longitude"
"4624","http://iberiacrossfit.com/","1406 Easy St, New Iberia, LA","(337) 376-6424","Iberia CrossFit","29.990414","-91.809755"
"4625","http://tualatinvalleycrossfit.com/","4700 SW Saum Way, Tualatin, OR","(971) 506-8079","Tualatin Valley CrossFit","45.37574178190823","-122.7256616950034"
"4626","http://www.crossfitempirical.com/","2612 R-B South Federal Highway, Fort Lauderdale, FL","(954) 605-4192","CrossFit Empirical","26.090016013917793","-80.13567745685577"
"4627","http://www.crossfitchambersburg.com/","1320 Lincoln Way, Ste 7, Chambersburg, PA","(717) 446-6880","CrossFit Chambersburg","39.925255538605306","-77.63027429580688"
"4628","http://www.crossfittides.com/","622 Langley Street, St. Joseph, MI","(269) 720-5431","CrossFit Tides","42.10337082391202","-86.47599309682846"
"4629","http://crossfits3.com/","520 Zimmer Road, Fort Mill, SC","(704) 650-5754","CrossFit S3","34.993612","-80.843038"
"4631","http://southvegascrossfit.com/","6610 W Arby Ave, #103, Las Vegas, NV","(702) 580-7161","South Vegas CrossFit","36.060059","-115.235471"
"4634","http://crossfitteam059.com/","Via Paltrinieri, 80, Modena, MO","00393396154616","CrossFit Team 059","44.6642895","10.9272829"
"4635","http://","Suðurlandsbraut 6b, Reykjavík, Reykjavík","003546976099","CrossFit Kraftur","64.1364755","-21.8747521"
"4636","http://crossfitmusclefarm.com/","1255 North Flagler Dr, Ft. Lauderdale, FL","(954) 463-1889","CrossFit Muscle Farm","26.1415901","-80.1331728"
"4637","http://www.crossfitsalvo.com/","975 Platte River Blvd. Unit G, Brighton, CO","(303) 659-0991","CrossFit Salvo","39.9708829","-104.8305978"
"4638","http://www.ftwrightcrossfit.com/","947 Helen Ruth Dr, Fort Wright, KY","(937) 658-3228","Ft. Wright CrossFit","39.015528","-84.5324438"
"4639","http://www.crossfitsouthernsuburbs.co.za/","52 Prins Albert St, Alberton, Gauteng","27832993226","CrossFit Southern Suburbs","-26.312233","28.103209"
"4640","http://www.crossfitduquartier.ca/","3108 Bernard Pilon Blvd Local P, Beloeil, QC","(514) 884-7868","CrossFit DuQuartier","45.57794322973564","-73.26130986213684"
"4641","http://crossfittriforce.com/","5610 Bethelview Rd, Suite 800, Cumming, GA","(770) 910-2492","CrossFit TriForce","34.170305","-84.182138"
"4642","http://www.be-fit.com/","12155 Shadow Creek Pkwy, Pearland, TX","(713) 314-0090","Be Fit CrossFit","29.5771748","-95.4059511"
"4643","http://crossfitfonddulac.ning.com/","W4037 State Road 23, Fond du Lac, WI","(920) 579-3665","CrossFit Fond du Lac","43.784058","-88.357215"
"4644","http://leaguecitycrossfit.com/","3830 W. Main St, League City, TX","(281) 557-2122","League City CrossFit","29.496689","-95.1389219"
"4645","http://","Travvägen 27-29, Laröd, Helsingborg","0046705526166","CrossFit Gofitness","56.0938327","12.6568401"
"4646","http://www.crossfitrex.com/#","Venezuela 884, Cuidad Autonoma, Buenos Aires","(54 11) 15-34876969","CrossFit Rex","-34.614074","-58.3787236"
"4649","http://www.lifebydesignsc.com/","689 Oxford st. W, London, ON","(226) 919-4016","West London CrossFit","42.9823297","-81.2976511"
"4650","http://www.bigbearcrossfit.com/","644 W Fairway #5, Big Bear Lake, CA","(909) 910-1810","Big Bear CrossFit","34.2623823","-116.8569953"
"4652","http://www.crossfitscottsvalley.com/","2 Victor Square, Scotts Valley, CA","(831) 359-8652","CrossFit Scotts Valley","37.058134","-122.009533"
"4653","http://www.crossfitlasrozas.com/","5D Dublin Street, Las Rozas, Madrid","(+34) 663860514","CrossFit Las Rozas","40.5047264","-3.8915699"
"4654","http://www.p360uk.com/services/crossfit/","Unit 2C Victory Place, Crystal Palace, London","00447717792356","CrossFit Performance 360","51.4182036","-0.0821398"
"4657","http://www.crossfitj19.com/","3414A Lorna Lane, Birmingham, AL","(404) 606-4122","CrossFit J19","33.3949146","-86.7946599"
"4659","http://","1130 Napa, Suite E, Morro Bay, CA","(805) 458-4814","Revamp CrossFit","35.3685804","-120.8479142"
"4660","http://crossfit2340.com.au","39-41 Cook St., Taminda, NSW","(040) 705-2721","CrossFit 2340","-31.0948576","150.8936334"
"4661","http://www.crossfitbyronbay.com/","12B Centennial Circuit, Byron Bay, NSW","+61 432 227 212","CrossFit Byron Bay","-28.63321","153.58092"
"4662","http://","5503 FM 2920 Rd, Spring, TX","(281) 733-8739","CrossFit Redefined","30.073326","-95.506558"
"4663","http://circuitplusgym.com/","Lilly Center, Street 6, Shuwaikh Industrial, Al-Asma","96555504030","CrossFit Circuit Plus","29.341050976303357","47.9406613111496"
"4664","http://www.crossfitpaladin.com/","6007 43rd Street Suite E, Lubbock, TX","(806) 239-7470","CrossFit Paladin","33.555591867771874","-101.94283068180084"
"4665","http://","Victoria Street, Korumburra, VIC","0061438568861","CrossFit Korumburra","-38.42794581131193","145.81700295209885"
"4666","http://","65 Rt. 34, Morganville, NJ","(732) 320-2374","CrossFit Attack","40.379953","-74.209665"
"4667","http://www.crossfitce.com","1709 W Chicago Avenue, Chicago, IL","(773) 791-7139","CrossFit CE","41.8956991","-87.6702201"
"4669","http://westmetrocrossfit.com/","9491 W 44th Ave, #109, Wheat Ridge, CO","(303) 949-2824","West Metro CrossFit","39.778321","-105.1035069"
"4670","http://crossfituncompromised.com/","180 West Airport Road Unit C, Lititz, PA","(732) 598-8550","CrossFit Uncompromised","40.117175","-76.317018"
"4671","http://cfrockriver.com/","210 West Boyd St, Dixon, IL","(540) 226-3498","Rock River CrossFit","41.8469591","-89.4863586"
"4673","http://crossfitsilos.com/","12635 Crabapple Road Suite 130, Alpharetta, GA","(678) 494-9750","CrossFit Silos","34.0890802","-84.3425397"
"4674","http://www.metairiecrossfit.com/","1517 Kuebel Street, Suite E, Jefferson, LA","(504) 228-4690","Metairie CrossFit","29.9632383","-90.1931166"
"4675","http://www.crossfit-irondragon.com","Rm101,861 Jiagning lu, Shanghai, Shanghai","862131351791","CrossFit Iron Dragon","31.2401496","121.4473301"
"4676","http://www.crossfitcoqui.com/","2 Padre Rivera Ave, Humacao, PR","(787) 914-3714","CrossFit Coqui","18.151934","-65.8252604"
"4677","http://athletic-asylum.com/","9629 Philadelphia Rd., Suite 130, Baltimore, MD","(410) 365-9855","CrossFit White Marsh","39.356027","-76.455829"
"4678","http://crossfitvim.com/","275 Waneka Pkwy, Unit 7, Lafayette, CO","(720) 437-9846","CrossFit VIM","39.9892045","-105.0949088"
"4680","http://","431 Colorado Avenue, Grand Junction, CO","(404) 512-0739","CrossFit WestCo","39.0662226","-108.5653462"
"4681","http://ternioncrossfit.com/","3824 N. Twin City Highway, Nederland, TX","(409) 527-5258","Ternion CrossFit","29.999022","-94.0182109"
"4683","http://www.crossfitstsimons.com/","217 Longview Plaza, St Simons Island, GA","(912) 226-3925","CrossFit St. Simons","31.1621807","-81.3882554"
"4684","http://","1470 Silver Creek Rd, Lewisburg, TN","(931) 675-1708","CrossFit 931","35.4568392","-86.8109485"
"4686","http://andersoncreekcrossfit.com/","7135 Overhills Road, Spring Lake, NC","(910) 916-0013","Anderson Creek CrossFit","35.257044","-78.971615"
"4687","http://www.northdallascrossfit.com/","18484 Preston Rd., Suite 103, Dallas, TX","(214) 577-5235","North Dallas CrossFit","33.002007","-96.795215"
"4688","http://www.wellnessar.com/crossfit/","13401 Chenal Parkway, Little Rock, AR","(501) 821-6934","Wellness Revolution CrossFit","34.754354","-92.423294"
"4689","http://www.crossfitharboreast.com/#!home/mainPage","510 S. Eden St., Baltimore, MD","(240) 205-2699","CrossFit Harbor East","39.2848783","-76.5983858"
"4691","http://shockoebottomcrossfit.com/","121 N 18th St, Richmond, VA","(540) 760-6946","Shockoe Bottom CrossFit","37.534222","-77.425949"
"4692","http://www.crossfitmassapequa.com/","30 Brooklyn Avenue, Massapequa, NY","(516) 668-6802","CrossFit Massapequa","40.6770639","-73.478026"
"4693","http://www.crossfitanacortes.com/","2901 T AVENUE, UNIT #7, Anacortes, WA","(360) 941-1557","CrossFit Anacortes","48.498715","-122.6061708"
"4694","http://crossfitomerta.com.ar/","1081 Avenida del Libertador General San Martín, Vicente Lopez, Buenos Aires","15 3006 7591","CrossFit Omerta","-34.5242104","-58.4725364"
"4696","http://www.crossfit1013.com/","726 Foster Ave, Bensenville, IL","(847) 502-8408","CrossFit 1013","41.9719106","-87.9500569"
"4697","http://westtorontocrossfit.com/","142 Vine Ave, Toronto, ON","(647) 268-3424","West Toronto CrossFit","43.666648","-79.4694158"
"4698","http://","2920 Lowerlake Dr., Sumter, SC","(803) 518-3900","CrossFit Sumter","33.960755","-80.407271"
"4699","http://www.crossfitcircusmaximus.de/","Goethering 52 63067 Offenbach am Main, Frankfurt, Hessen","0162 - 4168275","CrossFit Circus Maximus","50.1097554","8.7418407"
"4700","http://crossfit705.com/","1282 Harriet St Unit 1, North Bay, ON","(705) 471-2027","CrossFit 705","46.3207325","-79.4812971"
"4701","http://crossfitsouthlewisville.com/","2585 MacArthur Blvd. #100, Lewisville, TX","(469) 288-5256","CrossFit South Lewisville","32.998037","-96.9762755"
"4702","http://www.crossfitnovus.com/","3230 Route 22 West, Branchburg, NJ","(610) 952-8043","CrossFit Novus","40.605249","-74.6951069"
"4703","http://","1455 W Fair Ave, Marquette, MI","(906) 362-0013","CrossFit Marquette","46.556763","-87.41736"
"4704","http://","210 E Centre St, Baltimore, MD","(443) 518-9451","Merritt Charm City CrossFit","39.2965812","-76.6120781"
"4705","http://www.tigertowncrossfit.com/","139 Anderson Hwy, Ste 110, Clemson, SC","(864) 633-8452","Tiger Town CrossFit","34.684799","-82.823572"
"4706","http://crossfit16.gr/","7 KLM, THESSALONIKI, Oreokastro","00306988072020","CrossFit 16","40.707620545275","22.9409658908844"
"4707","http://www.arenaready.com/blog","1263 Connecticut St., San Francisco, CA","(415) 613-1073","Arena Ready CrossFit","37.75027317743547","-122.39614963531494"
"4708","http://","126 W. Rose Street, Walla Walla, WA","(509) 382-4275","CrossFit Walla Walla","46.066952","-118.342384"
"4709","http://www.crossfitsanmarco.com/","Via Francesco Hayez, Mestre, Venezia","0039 393 7074066","CrossFit San Marco","45.469429","12.2400678"
"4710","http://5-alarmcrossfit.com/","4613 Ainsworth Circle, Grapevine, TX","(817) 602-1066","5-Alarm CrossFit","32.885671","-97.086831"
"4711","http://www.palmharborcrossfit.com/","37596 US Hwy 19N, Palm Harbor, FL","(813) 789-8729","CrossFit Palm Harbor","28.1139923","-82.7397784"
"4713","http://www.crossfit-zwolle.nl/",", Zwolle, Overijssel","0031625266059","CrossFit Zwolle","52.5167747","6.0830219"
"4715","http://www.crossfitincendia.com/","21465 N 78TH Ave, Ste 180,, Peoria, AZ","(623) 249-4416","CrossFit Incendia","33.6786131","-112.2266614"
"4716","http://www.nomercycrossfit.com/","1264 E. Ash Street, #300, Piqua, OH","(937) 418-4055","No Mercy CrossFit","40.149988","-84.236786"
"4717","http://www.crossfit2450.com/","7/6 Druitt Crt, Coffs Harbour, NSW","(041) 293-6524","CrossFit 2450","-30.2879053","153.1286317"
"4718","http://","7218 Eckhert, San Antonio, TX","(210) 227-3488","OTE CrossFit","29.505196","-98.630148"
"4719","http://www.crossfit1453.com/","MECİDİYEKÖY, İSTANBUL, İSTANBUL","05557673804","CrossFit 1453","41.070638","28.9961251"
"4721","http://www.crossfitsouthsurrey.com/","1477 Stayte Road, White Rock, BC","(604) 889-4091","CrossFit South Surrey","49.02889252153458","-122.77929782867426"
"4722","http://repsfp.com/cms/index.php?option=com_content&amp;view=article&amp;id=57&amp;Itemid=58","38 O'Keefe St., Cairns North, QLD","(042) 133-4246","REPS CrossFit Cairns","-16.8986938","145.7568002"
"4724","http://","11221 183rd Street, Cerritos, CA","(562) 334-2012","CrossFit Cerritos","33.86572","-118.0943556"
"4725","http://www.crossfitblackpool.com/","Unit 6-7 Barrow Close, Whitehills Business Park, Blackpool, Lancashire","0044 (0)7771887199","CrossFit Blackpool","53.7872788","-2.9925373"
"4726","http://crossfitdonosti.com/","Camino de Portuetxe, San Sebastián, Gipuzkoa","0034-658709534","CrossFit Donosti","43.3013323","-2.0154761"
"4727","http://crossfitalc.com/","c/ Benejama, 11, Alicante, ALICANTE","(415) 686-6046","CrossFit ALC","38.3446954","-0.5177378"
"4728","http://","Bright park Bornholm Gl. Roennevej 17a, Nexø, Bornholm","004522894836","CrossFit Bornholm","55.063848","15.1184182"
"4730","http://www.silverdalecrossfit.com/","9435 Provost Road, Silverdale, WA","(360) 516-7917","Silverdale CrossFit","47.6486779","-122.707788"
"4731","http://crossfitarchaic.com/","1321 Concourse Drive, Rapid City, SD","(605) 791-2009","CrossFit Archaic","44.0728743","-103.1605429"
"4732","http://southsacramentocrossfit.com/blog/","6235 Belleau Wood Lane, Suite 3, Sacramento, CA","(915) 208-9835","Land Park CrossFit","38.5121776","-121.5042777"
"4733","http://www.crossfitphenom.com/","135 North Victory Blvd, Burbank, CA","(323) 977-8446","CrossFit Phenom","34.174574","-118.3171889"
"4736","http://www.muddywatercrossfit.com/","749 Enterprise St, Cape Girardeau, MO","(573) 275-5529","Muddy Water CrossFit","37.289868","-89.558836"
"4737","http://","3621 Vinings Slope SE, Suite 1100, Atlanta, GA","(678) 887-8793","CrossFit Paces Ferry","33.8649914","-84.4726941"
"4739","http://www.ruinationcrossfit.com","5 Columbia, Aliso Viejo, CA","(714) 458-3107","Ruination CrossFit","33.5894225","-117.7259873"
"4741","http://","5900 Quail Hollow Rd, Charlotte, NC","(704) 400-8892","Harris YMCA CrossFit","35.132024","-80.839865"
"4742","http://www.crossfitadvance.com/","719 Secane Ave., Clifton Heights, PA","(757) 232-3166","CrossFit Advance","39.9226302","-75.2969312"
"4743","http://www.crossfitctown.com/","1600 Industrial Road Unit 5C, Cambridge, ON","(519) 716-9331","CrossFit C-Town","43.392265","-80.3293921"
"4744","http://northendcrossfit.com/","3621 Pacific Avenue, Virginia Beach, VA","(757) 617-4252","North End CrossFit","36.8643183","-75.9806455"
"4745","http://crossfitlibertyhill.com/","140 Jonathan Drive Unit C, Liberty Hill, TX","(512) 587-4704","CrossFit Liberty Hill","30.6681721","-97.8982005"
"4746","http://www.crossfitatmkg.com/","10714 5th Ave NE, Seattle, WA","(206) 367-0981","CrossFit at MKG","47.7065155","-122.3231559"
"4747","http://www.crossfitnorthmyrtlebeach.com/","383 Strand Industrial Park Dr, Suite 383, Little River, SC","(586) 651-0077","CrossFit North Myrtle Beach","33.8732279","-78.6141798"
"4748","http://","1634 Childhaven Rd NE, Cullman, AL","(256) 338-5993","CrossFit Cullman","34.1939375","-86.8473628"
"4749","http://www.sanctumcrossfit.com/Sanctum_CrossFit/Welcome.html","1855 Wesley, #C, Prosper, TX","(214) 770-5852","Sanctum CrossFit","33.261873196779334","-96.80171996355057"
"4750","http://www.crossfitpukekohe.co.nz/","155E Manukau Rd, Pukekohe, South Auckland","(027) 234-8222","CrossFit Pukekohe","-37.2084199","174.9096934"
"4751","http://",", Pamplona, Navarra","0034670014029","CrossFit Pamplona","42.8179879","-1.6441835"
"4752","http://www.urbanblockcrossfit.com/","Via Divisione Folgore 57, Vicenza, Vicenza","00393477845233","Urban Block CrossFit","45.5454787","11.5354214"
"4753","http://www.a3crossfit.com/","1033 Progress Dr., Grayslake, IL","(847) 986-3660","A3 CrossFit","42.34039","-88.020779"
"4754","http://crossfitperrysburg.com/","26963 Eckel Rd., Suite 206, Perrysburg, OH","(419) 343-3952","CrossFit Perrysburg","41.542666","-83.643701"
"4755","http://www.pepperboxcrossfit.com/","858 E 100 N #2, Payson, UT","(801) 822-4781","Pepperbox CrossFit","40.042451","-111.7185109"
"4756","http://","Unit C, Swaines Industrial Estate Ashingdon Road, Rochford, Essex","01702470282","S.O. CrossFit","51.6013677","0.6945611"
"4757","http://crossfitpampulha.com.br/plus/","Rua Doutor Agnaldo de Monteiro, 67 - Castelo, Belo Horizonte, Minas Gerais","553185575056","CrossFit Pampulha","-19.884693984949624","-44.0051511180809"
"4758","http://molonlabecrossfit.com/","9100 Valley View Rd, Unit A, Macedonia, OH","(330) 998-3111","Molon Labe CrossFit","41.299255","-81.491883"
"4760","http://www.crossfitmemorialhill.com/","2535 Jefferson St, Kansas City, MO","(888) 343-5551","CrossFit Memorial Hill","39.0808491","-94.5927684"
"4761","http://www.bodyrocccrossfit.com/","167 Bandini Street, San Pedro, CA","(310) 279-7709","Bodyrocc CrossFit","33.7446855","-118.2989189"
"4762","http://www.crossfitconfront.com.au/","Unit 5/12 Foundry St, Toowoomba, QLD","(041) 230-2962","CrossFit Confront","-27.555197","151.955002"
"4763","http://www.vipercrossfit.com/","5295 D County Road 205, Buda, TX","(202) 567-1298","Viper CrossFit","30.037009","-97.825943"
"4764","http://www.crossfitsoutheast.com.au/","Factory 2, 3 Hi-Tech Place, Rowville, VIC","(040) 434-8338","CrossFit South East","-37.9109037","145.2456683"
"4765","http://www.indiancrossfit.com/","Calle Federico García Lorca, nave 6, Castilleja de la Cuesta, Sevilla, Espana","34666998812","Indian CrossFit","37.38416923907274","-6.051401495933533"
"4766","http://5ringsfitness.us/","336-A South Washington St., Falls Church, VA","(703) 532-2709","5 Rings CrossFit","38.8803712","-77.1738201"
"4767","http://crossfitreverse.com/","39327 Garfield Rd., Clinton Township, MI","(586) 822-2621","CrossFit Reverse","42.5861582","-82.9519859"
"4768","http://www.crossfitinitium.com/","1047 Helmo Ave, Oakdale, MN","(313) 549-8567","Derived Beings CrossFit","44.9645832","-92.9520326"
"4769","http://crossfitu-town.com/","86 West Main Street, Uniontown, PA","(724) 323-2593","CrossFit U-Town","39.90121","-79.728455"
"4772","http://www.reebokcrossfitaugsburg.de/","Ulmer Stra�?e 160 A, Augsburg, Bayern","00491772913176","Reebok CrossFit Augsburg","48.38263","10.85764"
"4773","http://crossfittimber.com/","6104 SE King Road, Milwaukie, OR","(503) 729-9616","CrossFit Timber","45.447951","-122.5998032"
"4774","http://www.crossfitsouthampton.com/","Unit 3B, Barton Park, Chickenhall Lane, Eastleigh, Hampshire","44 7939865528","CrossFit Southampton","50.9691183","-1.3460986"
"4775","http://","348/2 Sukhumvit Rd, Asoke BTS Station, Bangkok, BKK","66818044335","CrossFit BK","13.736618070924559","100.5605810880661"
"4776","http://www.crossfit-albstadt.de/","Riedstra�?e 17, Albstadt, Baden-Wurttemberg","00491726013761","CrossFit Albstadt","48.2097417","9.0062148"
"4777","http://www.bringitoncrossfit.com.au/","2/120 Victoria Street, North Geelong, VIC","(040) 187-9688","Bring It On CrossFit","-38.123211","144.348529"
"4778","http://saratogaspringscrossfit.com/","17 W. Hilcrest Dr., Saratoga Springs, UT","(801) 885-6230","Saratoga Springs CrossFit","40.397589552560326","-111.91928565502167"
"4779","http://www.btxcrossfit.com/btx-crossfit/","419 N. Washington, Beeville, TX","(361) 318-3488","BTX CrossFit","28.4044225","-97.7507344"
"4780","http://","22-24 Tongariro Street, Paraparaumu, Wellington","0061 21588954","Kiwi CrossFit","-40.9162043","175.0117672"
"4782","http://www.crossfitdubbo.com/","4/4 Carboni Court, Dubbo, NSW","(042) 777-1165","CrossFit Dubbo","-32.233502","148.615014"
"4783","http://www.ketchikancrossfit.com","4205 Cambria Dr. W, Ketchikan, AK","(907) 617-4940","Ketchikan CrossFit","55.3606052","-131.6984854"
"4784","http://","3490 Harris Hill Blvd NE, Huntsville, AL","(256) 527-0355","Rocket City CrossFit","34.7719137","-86.5405164"
"4785","http://www.crossfitdeerfield.com/","151 S. Phingsten Rd, Unit W, Deerfield, IL","(847) 251-7200","CrossFit Deerfield","42.15039","-87.845468"
"4786","http://","17 Edinburgh st, Port Lincoln, SA","(042) 747-5103","CrossFit Port Lincoln","-34.72447421270736","135.86089253425598"
"4787","http://www.rxelitefitness.com/","112 Goshen Rd. Ext., Rincon, GA","(912) 295-2632","Rincon Athletic CrossFit","32.2960289","-81.2353905"
"4788","http://ptzone.net.au/","14 Guelph Street, Somerville, VIC","61418102991","CrossFit Westernport","-38.222141","145.178101"
"4790","http://crossfitbytown.com/about/","250 City Centre Ave, Bay 130�?, Ottawa, ON","(613) 889-1318","CrossFit Bytown","45.4080195","-75.7169909"
"4791","http://raddcrossfitnsli.com/","65 Sea Cliff Ave, #1, Glen Cove, NY","(516) 855-7348","RADD CrossFit NSLI","40.8515393","-73.6259453"
"4792","http://east80crossfit.com/","210 W. Pacific Street, Forney, TX","(972) 965-2507","East 80 CrossFit","32.749999","-96.47194"
"4793","http://crossfitmarrickville.com.au/","72/74 Shepherd St, Marrickville, NSW","(040) 154-0942","CrossFit Marrickville","-33.90593","151.161729"
"4794","http://www.crossfitmvd.com/","4334 Avenida Italia Esq Caldas, Montevideo, Montevideo","(598)99264361","CrossFit MVD","-34.8894598","-56.1148629"
"4795","http://www.crossfitwhitecity.com/","Gershon St. 4, Tel Aviv, Tel Aviv","972502717178","CrossFit White City","32.0691667","34.7880406"
"4796","http://","4a Alice Street, Dalby, QLD","(042) 900-7978","CrossFit Dalby","-27.1778973","151.27021"
"4797","http://","7615 N. May Ave, Oklahoma City, OK","(405) 201-6789","CrossFit Lake Hefner","35.5481713","-97.5659007"
"4798","http://","3400 Turgot Ln, Mt Pleasant, SC","(843) 475-2459","CrossFit Mt Pleasant","32.883857","-79.785381"
"4799","http://",", Derby, Derbyshire","0061 430332767","CrossFit Derby","52.9225301","-1.4746186"
"4800","http://","Calle del Estaño, nave 7, San Vicente del Raspeig, Alicante","0034625131157","CrossFit Citius","38.38847812477422","-0.5093925161414745"
"4801","http://www.crossfitmarbella.com/","C/Conjunto San Pedro del Mar, Nave 10, Marbella, Malaga","07415503951","CrossFit Marbella","36.4890241","-4.9922474"
"4802","http://","Carretera del aeropuerto 30A, Maliaño, Cantabria","0034661510982","CrossFit Greywolves","43.4248871","-3.8300244"
"4803","http://www.crossfitnorthvienna.com/","434 Mill Street NE, Vienna, VA","(858) 382-4300","CrossFit North Vienna","38.9070203","-77.2691334"
"4804","http://","46-026 Alaloa St. Unit G, Kaneohe, HI","(808) 223-8792","CrossFit Kaneohe","21.4176622","-157.8061951"
"4805","http://","3636 Virginia Beach Blvd Ste. 115, Virginia Beach, VA","(757) 490-6906","Beach CrossFit","36.8416179","-76.097498"
"4806","http://","156 South Service Rd., Stoney Creek, ON","(905) 746-8599","Outlaw CrossFit North","43.2314143","-79.7009151"
"4807","http://crossfitashburton.co.nz/","211A Alford Forest Road, Ashburton, Mid Canterbury","(03) 975-8228","CrossFit Ashburton","-43.8863161","171.7342774"
"4809","http://","227 Spruce Street South, Timmins, ON","(705) 531-3477","CrossFit Timmins","48.4714957","-81.3273153"
"4810","http://crossfitre.com/","4243 Rainier Ave S., Seattle, WA","(206) 255-9430","CrossFit RE","47.5644606","-122.2884375"
"4812","http://www.mightywarriorcrossfit.com/","18750 Fort Street Unit 20, Riverview, MI","(734) 225-6069","Mighty Warrior CrossFit","42.171651","-83.191479"
"4813","http://www.lococrossfit.com/","41905 Loudoun Center Place, Leesburg, VA","(703) 786-8096","LoCo CrossFit","39.075052","-77.551626"
"4814","http://crossfitlanier.com/","4780 Hammond Industrial Dr, #300, Cumming, GA","(678) 994-3905","CrossFit Lanier","34.25493744300014","-84.06516194343567"
"4815","http://www.kamloopscrossfit.ca","Unit 2B - 2121 East Trans Canada Hwy, Kamloops, BC","(250) 320-6595","Kamloops CrossFit","50.6799327","-120.2658956"
"4816","http://","675 North 8th Street, 2nd Floor, Lebanon, PA","(717) 273-3619","CrossFit Acernus","40.349717","-76.426236"
"4817","http://www.backalleycrossfit.com/","1343 E. Northern Avenue, Phoenix, AZ","(623) 282-1199","Back Alley CrossFit","33.5531513","-112.0529106"
"4818","http://www.crossfitburn.com/","120 Market St, New Bern, NC","(781) 727-9390","CrossFit Burn","35.062394","-77.018946"
"4819","http://www.hangar193crossfit.com.br/","Rua Gandavo, 193, São Paulo, Sao Paulo","5511 980983010","Hangar 193 CrossFit","-23.5919373","-46.6412694"
"4820","http://crossfitstrenue.com/","14/16 Aquatic Drive, Frenchs Forest, NSW","(040) 390-4544","CrossFit Strenue","-33.754579","151.236116"
"4821","http://www.crossfitcollingwood.com/","75 Cromwell Street, Collingwood, VIC","(042) 193-3067","CrossFit Collingwood","-37.8059996","144.9900682"
"4822","http://www.crossfit1426.com/","1426 rue Michelin, Laval, QC","(514) 972-8609","CrossFit 1426","45.5906163","-73.7463431"
"4823","http://crossfitequity.com/","80A Technology Drive, Elkton, MD","(385) 743-9233","CrossFit Equity","39.61","-75.83"
"4824","http://www.crossfitlimelight.com/","644-3 Sinsa-dong, Gangnam-gu, Seoul","82-70-7773-4527","CrossFit Limelight","37.5263969","127.0348886"
"4825","http://",", Antwerpen, ","0032485572133","CrossFit Moves","51.2192159","4.4028818"
"4826","http://crossfitfriburgo.com/","Av. Conselheiro Julius Arp, n° 401, Olaria, Nova Friburgo, Rio de Janeiro","(229) 221-2365","CrossFit Friburgo","-22.2984884","-42.5398378"
"4827","http://www.crossfitkatytrail.com/","4507 Travis St, Dallas, TX","(817) 692-5742","CrossFit Katy Trail","32.822469","-96.791366"
"4828","http://www.crossfitcanuck.com/","705 Progress Ave. Unit 26, Scarborough, ON","(647) 401-2673","CrossFit Canuck","43.7782265","-79.2467919"
"4829","http://crossfitsandbox.com/","925 Wilshire Blvd. #A, Santa Monica, CA","(310) 260-8810","CrossFit SandBox","34.0236641","-118.4929622"
"4830","http://","4015 S Westshore Blvd, Ste 8, Tampa, FL","(813) 389-8678","CrossFit HAF","27.9050766","-82.526897"
"4831","http://www.crossfitsanctuary.com/","2200 Marcus Ave, New Hyde Park, NY","(516) 354-5310","CrossFit Sanctuary","40.7571678","-73.6916879"
"4832","http://www.crossfitclimax.com/","1820 Rt. 9, Suite 5, Toms River, NJ","(732) 995-0263","CrossFit Climax","40.016835","-74.229126"
"4833","http://","Simon bolivar 20 sotano, Santa cruz de tenerife, Santa cruz de teneri","0034680686438","CrossFit TNF","28.463350586418255","-16.27120792865753"
"4834","http://www.crossfitboonesferry.com/#!home/mainPage","15757 SW 74th Avenue, Suite 530, Tigard, OR","(541) 602-9177","CrossFit Boones Ferry","45.40607","-122.7520348"
"4835","http://crossfitbamf.com/","457 South Main Street, West Bridgewater, MA","(781) 452-7331","CrossFit BAMF","42.0037663","-70.9905772"
"4836","http://","48th Ave SE, Calgary, AB","(403) 669-5904","CrossFit YYC","51.0105367","-113.9816821"
"4837","http://www.crossfitr.com.au/","50 Francis Street, Glebe, NSW","+61434680237","Gavith CrossFit","-33.8834602","151.1926221"
"4838","http://www.crossfitdurbell.com/","4,19 Pasita Street, Cape Town, Cape Town","(078) 621-7812","CrossFit DurBell","-33.8675799","18.6420299"
"4839","http://","Traverbanevej 10,, Charlottenlund, Denmark","004551251502","High End CrossFit","55.75292","12.588086"
"4840","http://","5315 Shoffner Blvd, Crestview, FL","(850) 305-0461","CrossFit Crestview","30.759286","-86.527925"
"4841","http://","7383 Harriman Ave, Huntington Beach, CA","(949) 303-3552","Red Wolf CrossFit","33.7003341","-117.9991763"
"4842","http://www.got-crossfit.com/","6312 Ventura Drive E, Lakeland, FL","(727) 385-5852","Got CrossFit","27.996864","-82.0282492"
"4843","http://www.apachecrossfit.com/","1356 Fischer Blvd. Building 2, Toms River, NJ","(732) 600-1693","Apache CrossFit","40.0023177","-74.1548393"
"4845","http://crossfitintrigue.com/","1755 US Hwy 231, Wetumpka, AL","(334) 391-7718","CrossFit Intrigue","32.4733159","-86.195036"
"4846","http://www.crossfittempered.com/","3/68 Blanck St, Ormeau, QLD","(040) 041-7351","CrossFit Tempered","-27.782584","153.2562931"
"4847","http://www.fulltiltcrossfit.com/","51 Mossy Creek Dr, Fort Valley, GA","(478) 224-9348","Full Tilt CrossFit","32.5239351","-83.7228049"
